@relation output_tweet_train

@attribute topicazo {twitter,google,apple,microsoft}
@attribute classs {positive,negative,neutral,irrelevant}
@attribute TweetText string

@data
apple,irrelevant,'Lekkere garantie volgens radar bij apple Ned1'
twitter,neutral,'Tips for Reaching Out to Twitter s 50 Million Daily Users http t co IF3IVLWN twitter mediagofer socialmedia SMsavvy PRmate KMiones'
microsoft,positive,'Microsoft Stores offer up free Windows Phone 7 devices microsoft microsoftstores http t co hJ8qlOC9 neowin'
twitter,irrelevant,'P RT eduardo 666 AleCP93 Hey broo graxiias por recordarme qe existe Twitter jajajaja Teniia siglos de no usarlo jajaja'
apple,neutral,'Twitter returns a Error 500 when we try to post the link to Apple Support Community detailing how to turn off auto renewal subscriptions'
microsoft,neutral,'Apple vs Microsoft Two Opposite Approaches to Building an OS http t co ZAMoDZ9O Windows8 OSX iOS5'
google,irrelevant,google
microsoft,neutral,'RT techinciter Open Letter Steve Ballmer Please Retire Forbes Please retweet MSFT needs a techie leader http t co E8uMRmro'
microsoft,irrelevant,'renatomb estou me sentindo na Microsoft fazendo as escolhas por mim'
twitter,irrelevant,'Jerryfolio Bienvenido a twitter'
twitter,neutral,'Its 11 56 amp im going to sleep now gt lt O 39 well good night Twitter'
google,irrelevant,'vendo os significadosdos sonhos aki no Google pqe meu livro eu emprestei enfiaram no c pqe at hj nunca me devolveram X'
microsoft,irrelevant,'Spotify lanza aplicaci n para BlackBerry http t co Sgsy2bw0 web microsoft tecnologia web'
apple,neutral,'RT bsdalton apple underplayed the power of the iPad via mitchjoel lt yup SOCAPac11'
twitter,negative,'Twitter is messed up followers keep switching to same numbers FIXIT'
google,neutral,'Ballmer 70 Of The Time Google Bing Are The Same So Try Bing by dannysullivan http t co 9eudwSAD'
google,neutral,'Google officially announces Ice Cream Sandwich http t co 8U9XMNz9 smartphones tablets news android'
microsoft,neutral,'Survivable Branch Appliances Basic Hybrid Gateways for Microsoft Lync and Office Communications Server http t co MqUojAAf Audiocodes'
microsoft,positive,'Thanks to Steffen Krause Microsoft for a great SQL Server Session EuropeanSP'
microsoft,irrelevant,'Director de Microsoft admite que fue afortunado el escape de la compra de Yahoo http t co ZX3dLElI'
apple,positive,'iCloud set up was flawless and works like a champ To the Cloud Apple'
apple,neutral,'IOS5 needed to include a landscape mode for reminders Apple'
twitter,neutral,'Welp Meh nd RenaeDaniels Bout tah Call it ah Niqht Nite Twitter'
google,irrelevant,'Google Newest Texas Holdem Zynga Poker Hack Cheat Update 18 October 2011 flv Download Hyperlink ur http t co oEXPDnoT wikileaks'
microsoft,irrelevant,'Tecnolog a Bill Gates testificar en el juicio por monopolio entre Microsoft y Novell http t co o1WGjYTO theINQ'
google,neutral,'RT xenophin Samsung and Google s Ice Cream Sandwich event is at 3am UK time Waking up to a lot of news then nonUSAtimezonel'
google,irrelevant,'Lecture Notes in Financial Economics pdf ebook http t co Ef8j77uj google'
microsoft,negative,'Fuck microsoft i love them to death but that red ring and no free xboxlive is killing me Sony all day'
twitter,irrelevant,'Alx2495 jaja y entons que quieres que te explique del Twitter'
microsoft,irrelevant,'Microsoft Research cumple 20 a os Una historia de importantes innovaciones tecnol gicas Vamos por m s http t co NWSTmMgC'
google,irrelevant,'RT tecnoclips Google lanza Android 4 0 http t co NZ494v4h tambi n conocido como Ice Cream Sandwich y Samsung lanza el Galaxy Nexus'
twitter,neutral,'Twitter Melbourne Business TWITTER 4 BUSINESS November 16 http t co wiZ4omU0 KingstonCC KeithKeller'
twitter,neutral,'I m on one tonight tripping Lol eff yal its twitter'
microsoft,neutral,'Yahoo Profit Drops 26 Per Cent http t co Jd3X8SGM yahoo microsoft'
google,negative,'RT LCmediaHouse 4chan s Chris Poole Facebook Google Are Doing It Wrong http t co ZIxfa91N via RWW socialmedia'
twitter,neutral,'RT RobyQQ Your Twitter followers either like you for your sense of humor or sex appeal I guess I m funny then LOL'
microsoft,neutral,'Rumor New screen sizes specs coming to Windows Phones windowsphone microsoft http t co kHTDQSHo'
apple,neutral,'Spell check needed when saving documents fingers crossed Steve Jobs left that nugget of technology behind on the Apple to do list'
apple,neutral,'Iphone update is great but seriously apple let me delete stuff I dont want like gamecenter Steve wont mind'
google,negative,'We need dates google samsung launchfail'
microsoft,neutral,'Novidade Microsoft RT Cibereconomia This New Microsoft Technology Turns Anything Into A Touchscreen MSFT http t co yqh20Z0u'
apple,negative,'Dear apple One day you re going to release a version of iTunes that doesn t freeze more often than it works One day'
google,neutral,'Google unveils Ice Cream Sandwich SDK is available now http t co 901Ay8Qr via talkandroid ics google android samsung galaxynexus'
twitter,irrelevant,'TeamFollowBack TFB MustFollow MF FollowNow FN FollowFriday FF IFB Twitter Follow Only1DeejayER lt lt oooh DAMN nice pic Ladies'
microsoft,irrelevant,'RT hectorsm Qu prioridades tenemos como Pais Plan Nacional http t co paeNlAnn in microsoft'
google,irrelevant,'RT g123k kikitoutdur devant ICS google nexusprime'
apple,negative,'apple thanks apple for ios 5 and losing all my contacts'
google,irrelevant,'Google revela o Anddroi 4 0 Ice Cream Sandwich O Google revelou hoje durante um evento em Hong Kong a nova vers o'
apple,negative,'Thanks to Apple my new iMac is a brick I cannot re install Lion and I cannot purchase it because it was installed by the former owner'
twitter,positive,'I love twitter twitterswag'
twitter,irrelevant,'ooff TWITTER NOS VEMOS'
google,positive,'Simply Amazing http t co 9qmG3irA Google Samsung Galaxy Nexus Prime Android4 IceCreamSandwich'
microsoft,neutral,'Kinect Makes Learning Playful with Help from Sesame Street and National Geographic http t co xQXP2uWx Genius idea Microsoft'
twitter,irrelevant,'Maldito seas por siempre twitter'
twitter,irrelevant,'Twitter definitivamente me distraes de mis labores importantes xD'
microsoft,neutral,'bitwizards I m Chillin in Microsoft Commons at CIO Summit http t co kj890KmF'
twitter,neutral,'Niggas on here talking bout sharing one condom with his boy to run a train on the same girl only on twitter you nasty muthafucka'
apple,negative,'Love apple downloads 4 hours and i pad now wonky ripstevejobs thenonsensepersists neednewipadguide fatfuckingchance'
microsoft,irrelevant,'RT codebit org Halo Combat Evolved Anniversary Microsoft explica c mo funcionar n el remake de Halo y Kinect http t co moc3ofex'
twitter,neutral,'How to tweet like a celeb http t co cQfsjDwB twitter'
twitter,positive,'loveguru b i miss my twitter boo'
google,irrelevant,'Google lanza Android 4 0 http t co NZ494v4h tambi n conocido como Ice Cream Sandwich y Samsung lanza el Galaxy Nexus'
microsoft,negative,'theresamarosy bc IE like everything Microsoft makes is junk and super prone to crashing'
google,irrelevant,'RT ijnetEs Cinco herramientas de Google que todo periodista debe conocer http t co ELypfnyG periodismodigital'
google,irrelevant,'no dijeron si ICS estara para el galaxy s1 T T RT AndrotekRD Pregunta Pro y Contra del evento de Google'
twitter,neutral,'RT Free Nuttball fuckyoumean Pittsburgh don t got the best twitter'
apple,positive,'I just sent my grandma a post card using my CardsApp thanks Apple'
apple,negative,'Bummer that Apple iCloud syncs on Windows only w Outlook not Thunderbird IE not Firefox Chrome sadmac'
google,irrelevant,'Pagaliau oficialiai pristatytas Samsung Galaxy Nexus http t co BHetRH4B android 4 galaxy google'
microsoft,neutral,'RT TechEd NA Join Microsoft Experts in 1 hr for a live technical chat on WindowsPhone Mango Live Tiles http t co YPzLTs50 wpdev'
microsoft,neutral,'sponsors and supporters at the ascribeconference include microsoft ubisys zetes healthinformation connectingforhealth emis'
apple,negative,'Seemingly endless loop of calls to apple ups verizonwireless to investigate my missing iphone4s crankywithnophone'
google,positive,'google galaxynexus icecream great'
twitter,neutral,'jacobstanton2 you re actually toocool for twitter'
apple,irrelevant,'Viens de tester ios5 sur un 3GS et franchement c est pas mal du tout apple'
apple,neutral,'gulp Apple sells 4 million iPhone 4S in 3 days Yahoo Finance http t co Zv7DXrIA via YahooFinance'
google,irrelevant,'Google http t co LtWQVySF 4 0 Android Google'
google,irrelevant,'Der langsame Tod von SEO Google Suche f r eingeloggte User verschl sselt http t co 1Gop6W4r socialmedia marketing search seo'
microsoft,irrelevant,'iguanahosting ganamos Socios Hoster del a o en Enlance 2012 Ganando Juntos Microsoft Felicitaciones'
google,neutral,'Google To Begin Encrypting Searches Outbound Clicks By Default With SSL Search http t co C0Ykfjla google search'
twitter,neutral,'RT D SNAPS RT Charlielace Instead of updating your Twitter why don t you update your life'
twitter,irrelevant,'RT mlucia187 Atrum es TT Jajajaja Q buen nivel el de twitter esta noche Gracias por existir ElElegido'
twitter,neutral,'Damn tired Need some rest Night twitter'
twitter,neutral,'Something something qanda Something something the world is serious twitter'
apple,irrelevant,'RT supaluga RT modalnho New mov apple store starring ichiro REPEAT PATTERN moda http t co u82a1Ivk'
apple,negative,'I hate my apple computer Thats 3500 dollars down the drain'
apple,neutral,'So what is behind that giant silver door at the apple store MacLife'
twitter,neutral,'People on Twitter n Facebook all day wat are you really doin wit yo life ImJusAskin'
apple,negative,'Clarence Thomas must have designed the new OSX lion tossing decades of workflow standards apple bring back save as autoSaveSucks'
apple,positive,'apple just got the new iOS5 upgrade with iMessage good luck surviving now BlackBerry'
google,neutral,'Mashable Google Ice Cream Sandwich Nexus Prime Launch LIVE BLOG google android ice http t co jtE7VuDK'
google,irrelevant,'Google ainda te ama apesar de tudo IUEHAIUAHEIUHAEIUH P'
apple,neutral,'Found out the hard way today that webex does not work with apple ios5 yet when you are following a link for a meeting'
twitter,neutral,'8am dentist appointment i really should be going to bed makesnomovetogetupfromcomputer twitter'
twitter,irrelevant,'Quien no ha creado otra cuenta en twitter para seguirse Yo si Mevalehuevo'
microsoft,neutral,'Creating Pareto charts using Microsoft Excel http t co B6rYS5gX'
apple,negative,'Can someone plz explain to me whhyy apple is only distributing 2 3 phones per day to the sprint stores I m really http t co uf9taK8f'
google,neutral,'Measure your Marketing Get the FREE Analytics Campaign Tagger sheet for Google Analytics now http t co 8WC3Y5kK'
google,irrelevant,'Shoutout to our New Twitter Friends WelcomeToTwitter Thanks to everyone following xrvolume myspace wordpress Google'
google,neutral,'Calling All IceCreamSandwich Lovers Google Samsung Like in Hong Kong A new look at what s new from Android http t co rUkTyUJC'
apple,positive,'Been off twitter for a few days as I smashed my iPhone but apple were very nice and gave me a new one'
apple,negative,'NoVaTyler apple Most of mine are gone too Not recovered after I saved them b4 I upgraded my iPhone Soooo pissed'
twitter,neutral,'Hates facebook whores twitter'
twitter,neutral,'RT J Roc616 She lovin JohnnyVegas But no Twitter'
apple,neutral,'cnbcfastmomey what price should I sell apple for'
microsoft,neutral,'Microsoft s Ballmer promises Nokia Windows phones next week slams Android http t co 5DOmls5e WP7 WindowsPhone'
google,irrelevant,'donchele vaya trabaje con Google mejor jajajajajajajaj'
twitter,irrelevant,'o Netex foi perguntar pra Eriikuxa se o novo Twitter dela vsf eurir kkkkkkk e ainda disse a ela q foi eu q perguntei'
twitter,neutral,'I OUT Twitter Till 2mar'
twitter,neutral,'Shout out to all the single mothers on Twitter'
apple,positive,'RT tomkeene Thx instagram Thx apple hypo D 76 tri x http t co BPPJwncp'
twitter,irrelevant,'fitotorresm Camarada EderCarmona01 si tiene Twitter veremos la pelicula si la encuentra XD'
apple,negative,'apple siri can t connect to the network it s LESS useful that VoiceControl now'
apple,positive,'One word wow RT jldavid iPhone 4S First Weekend Sales Top Four Million http t co Zx5Pw0GT via apple'
google,neutral,'Google details Android 4 0 Ice Cream Sandwich offers SDK http t co 66fHUs6n Android Google'
twitter,neutral,'Twitter honey i don t freaking know anymore gt lt'
microsoft,neutral,'U Village store fits Microsoft consumer strategy http t co OyGo65p1 microsoft Technology'
apple,neutral,'Why didn t apple provide 5GB per device for cloud backup Why just 5GB per account Silly'
microsoft,neutral,'cloudnewsindia New Version of Cloud InTune is Available Posted on Windows 7 News Microsoft has just http bit ly pY0hlZ'
google,neutral,'Google Docs presentations get real time collaboration transition effects and more SocialMedia SMM http t co ekdJXo5h'
apple,positive,'jonsibley Actually the Apple mouse is pretty sweet man'
microsoft,neutral,'Microsoft Windows Server 2008 R2 Enterprise OEM preisvergleich http t co 0jWsfMQn Bewertung softline24 test Microsoft'
apple,negative,'hey apple do you wanna fix my fucking playlist order you piece of shit'
google,neutral,'TreyRatcliff Congrats on making it to the google android 4 0 demo http t co EPIv7ny5 icecreamsandwich'
google,positive,'Android ICS is looking pretty good Not quite sure if its worth the 4 0 numbering leap google'
microsoft,irrelevant,'Avanade staat op 16 in de top 100 financieel krachtigste IT bedrijven Boven moederbedrijven Microsoft en Accenture http t co z5k7qgux'
apple,negative,'Sorry apple but iMessage will never be what BBM is Disappointed'
google,negative,'facial recognition failed IceCreamSandwich jajajajajajaj FacialUnlock samsumg Google'
google,neutral,'Do the Creep ahh JokeAholic P and AmiraAldewick google dates'
twitter,neutral,'The Power of Twitter http t co wtVvZ8G4'
twitter,irrelevant,'TRUE RT ELDESTRIPAPUTAS YO SOY LO MAS CABRON QUE HA NACIDO EN TWITTER QUIEN ES TWITTERO ANTIGUO LO SABE DESDE NOVIEMBRE DEL 2010'
microsoft,neutral,'If Microsoft earnings disappoint blame consumer PC sales http t co edXe0xBd via cnet'
google,positive,'RIM should really take an in debt look at Google s strategy They released the NDK for Icecreamsandwich 3 HOURS after release ics'
google,neutral,'Anyone seen this If your brand needs to track SEO keyword landing through to a conversion well Google just capped http t co g4coBopL'
twitter,neutral,'RT jeffbullas Twitter Reveals It s Latest Growth Numbers http t co SujtK4fS Twitter SMM SocialMedia'
google,neutral,'Google Ice Cream Sandwich Android 4 0 a hands on screenshot gallery http t co E8dCQo7s'
twitter,irrelevant,'Bueno Ma ana Es Un D a Largo Y Agitado TWITTER OF'
google,neutral,'RT ZDNet Google steps up its privacy game launches Search Encryption GoodToKnow privacy personal data control http t co t05c34yY'
microsoft,neutral,'Omni Touch Screen System going beyond the touch screens http t co aROkfnOS Featured Tech amp Gadgets Microsoft Omnitouch'
apple,neutral,'The folks at apple are awesome So glad I a mactard'
google,irrelevant,'Usagi Yojimbo RPG Core Rules pdf ebook http t co iWaJ1aGa google'
apple,negative,'Apple iOS5 geolocation Suburbs with 2 words drops Map Pins in other States Please fix'
microsoft,neutral,'Rumor New screen sizes specs coming to Windows Phones windowsphone microsoft http t co Ja9sEesh neowin'
apple,positive,'I am crazy about iOS5 The photo cropping is the best apple'
apple,negative,'apple not happy with Apple today I did the suggested software update and now nothing works'
microsoft,irrelevant,'Microsoft lanza sitio oficial de Skype http t co arqlW58x desde Bolivia'
google,negative,'The only letdown of the Samsung Galaxy Nexus phone is the 5 0 MP Camera ICS Samsung SamsungGalaxyNexus SGN Android Google'
google,neutral,'so society network google empowerment http t co bYn1njee notes Facebook should not be taken lightly'
twitter,neutral,'goodmourning twitter'
twitter,negative,'RT FucknWithFatty Twitter needs to get their shit together cause they fucking up I m not getting my RT s or mentions'
twitter,neutral,'twitter people when someone blocks u can they see ur twitts direct to them twitter'
microsoft,neutral,'Microsoft bitchslaps VMware in new paper Microsoft calls out VMware for bogus benchmark numbers http t co dBsMa1Pb'
microsoft,irrelevant,'realmente indispens vel nos dias de hoje os servi os corporativos oferecidos pelo SKYPE Fato TI Microsoft'
microsoft,neutral,'RT technabob Using a Touchscreen Through Your Pocket Made Possible by Microsoft PocketTouch Have you http t co PJpFeyTF'
twitter,irrelevant,'tengo q ir a dormir pero no qiero xD Twitter D'
apple,negative,'1st impressions of iOS5 Disappointed w upgrade restore Lot of apps folders missing apple do how much time went in2 orging it fail'
microsoft,negative,'Watching podcast of Steve Jobs Bill Gates at 07 D5 Gates sucks at tech predictions All talk Apple Microsoft'
twitter,negative,'Twitter timeline and mentions up the shit'
google,neutral,'RT fucktec Google confirms Nexus S will get Ice Cream Sandwich for real this time Gingerbread devices too http t co RajAK9P2'
apple,neutral,'RIM to release new generation of phones in the new year to contend with Apple Hmmm'
microsoft,negative,'Google go went gone server issues first time since ages now my faith in Tech from RIM to Microsoft has been completely lifted'
google,negative,'RT SHlFT dear google samsung learn some presentation 101 first please'
twitter,irrelevant,'Hola Twitter y tambi n hola est pido caso cl nico u u'
google,neutral,'Hugo is buddies with 50 Cent google android'
microsoft,irrelevant,'Microsoft 88 di noi utilizza servizi cloud senza saperlo Rivelata release di WindowsPhone e aggiornamenti Hotmail http t co vgUbrZYN'
google,neutral,'the announcement is in hong kong gotcha icecreamsandwhich android galaxynexus mynextphone google ics droid'
apple,negative,'RT gdcurry Really Apple What have you done to my iTunes now I can t click on Music Movies TV Shows or any playlists I get a l'
microsoft,irrelevant,'Je moet er wel een mechanische papegaai voor op je schouder hebben maar dan heb je ook wat Erg gaaf microsoft http t co sBPd8Nbg'
apple,irrelevant,'I guess I should go hublot apple and ZegnaOfficial shopping next week Birthdays only come once a year Lol'
google,neutral,'Motorola Droid Razr vs Samsung Galaxy Nexus chart CNET blog http t co oRkTnT7R nexus one google'
google,positive,'When I m about to tweet something and I cant remember how to spell I go straight to Google'
microsoft,neutral,'Ballmer mocks Android promises a bunch of new Nokia Windows Phones next week video http t co euPPhD1w microsoft windows'
twitter,irrelevant,'o TWITTER FODA Esposa defende Luis Fabiano no Twitter Jogo Aberto 18 10 2011 gt http t co QdFWoDMD o bixo pegou'
apple,irrelevant,'Buy more products of Hemp Jewelry Instructions now Free ship http t co 928bPS4t Lehmans Apple Peeler'
google,irrelevant,'studiodev aha et qui est ce qui va remonter dans les r sultats google p'
apple,neutral,'Ok so it was a lion and not a leopard Too much upgrading this weekend apple'
twitter,neutral,'Bout to tweet about tweeting twitter Seahawkswag'
twitter,neutral,'cpmorris congrats on joining twitter'
twitter,neutral,'95hm You can directly share your Facebook photos on Twitter with http t co wYD5RnxN'
apple,positive,'Video card on Kimaris workstation died after just six months So long hp Hello apple'
apple,neutral,'Smart as hell The Great Tech War Of 2012 fmanjoo FastCompany http t co XiJYUoHZ Fab Four apple google amazon facebook'
twitter,irrelevant,'MEU TWITTER TA T O MOVIMENTADO D ai sim em'
twitter,irrelevant,'Comooo es q me dices q he llegado alos limites de uso twitter no q lo nuestro duraria siempre X'
google,irrelevant,'Conoce al nuevo Samsung GalaxyNexus con Android 4 0 IceCreamSandwich http t co PdGz1l51 Google Smartphones'
google,neutral,'Well we should knw that this isnt the app from google unlike Apple'
apple,neutral,'Loving these names Google Chases Apple With Ice Cream Sandwich http t co u3LchmGD mobile'
apple,neutral,'ATTCustomerCare att apple I already have an iPhone 4 with an ATT contract Can I buy a factory UNLOCKED iPhone 4S with my contract'
twitter,positive,'When I say I m going to bed that really means I m gonna sit on twitter for 30 min then go to bed Twitter lt 3'
google,neutral,'SEO backlinks google index Free Tool http t co 1tTp1axq'
google,neutral,'www geoloco tv Geoloco future of tech brands ads in location revolution 11 3 San Francisco keynotes Google Facebook Starbucks'
google,irrelevant,'Google Endlich Alle offiziellen Details zum Google Galaxy Nexus und zu Android Ice Cream Sandwich mit Videos http t co V4IbwFpP'
twitter,irrelevant,'Que seg n un humano puede decir 4800 palabras en 24 horas Y cuando no hay con quien vomitarlas todas A cierto el chat o twitter'
microsoft,neutral,'RT NeowinFeed Microsoft CEO says company got lucky when Yahoo deal fell apart microsoft steveballmer http t co l5uNInSW neowin'
google,irrelevant,'Galaxy Nexus l b i novinky v ICS Naj t truhlu se zla ky je m j D Snad je t nezapomenou na Nexus One Google'
twitter,neutral,'Twhistler makes Twitter sing twitter http t co wwNZ6dx6'
twitter,neutral,'Shes a freaked out philosopher on twitter lol girl bye'
google,neutral,'Google Samsung unveil Ice Cream Sandwich powered Galaxy Nexus http t co r8f0jmGY'
apple,neutral,'Anyone know why we can only read iBooks on the iPhone and iPad Any ideas how to read them on mac apple'
microsoft,neutral,'been using microsoft office for years well here are some tips to be more efficient that even you might not know http t co HnXvwypp'
microsoft,positive,'Blog Post Cool Tool Microsoft Mouse Without Borders http t co uM860jFh Tools Utilities microsoft'
twitter,irrelevant,Twitter
google,negative,'adiman google fail'
microsoft,neutral,'Congrats to Microsoft s Monica Diaz for being part of HispanicBizMag 100 Most Influential Hispanics http t co qj9QDBhA'
apple,neutral,'RT DJTREBEL1 fail i guess apple didnt notify these clowns that the iPhone5 isnst out yet http t co 2yCDNt1B'
apple,neutral,'Would you look at that SouthwestAir does Apple style welcomes as well http t co t0TrFnk8 customerappreciation custserv'
twitter,neutral,'I might call it a night goodnight twitter'
google,neutral,'Email with 2 line preview offline search of any amount of emails you want Android4 0 Google'
twitter,negative,'Man Twitter Is Gettin BORING'
twitter,irrelevant,'TeamFollowBack TFB MustFollow MF FollowNow FN FollowFriday FF IFB Twitter Follow all3rgict0y0u yibumsuk DatFix Alleyupi'
twitter,neutral,'Put your twitter on autopilot and let it gain followers for you http t co hze1TqAl TeamFollowBack Twitter autopilot 1000aday 18'
microsoft,negative,'Yeh behatreen samay hay parivar honeka says the microsoft ad in hindi Preaching family values to indians Get a local ad agency guys'
google,neutral,'Android Google Texas Instruments It s Not the Number of Cores It s Sophistication http t co aXDKhkb0 DhilipSiva'
microsoft,neutral,'Microsoft shows touch screen for any surface http t co X7Z87xzt'
twitter,neutral,'M kiite twitter Off'
google,irrelevant,'Google Google Galaxy Nexus 11 http t co zwSUFuez androidjp samsung google galaxynexus'
microsoft,irrelevant,'Microsoft desarrolla una pantalla t ctil proyectada sobre cualquier superficie http t co Mg0iFSAo microsoft tecnologia tic omnitouch'
google,neutral,'Android Google Ice Cream Sandwich Feature Closer Look Resizable Widgets Folders Multitasking And http t co CQCaWORD DhilipSiva'
twitter,irrelevant,'k vanee hahaha entonces q espera para irse a dormir aja pero el vicio del twitter le gana mas hahaha uii no se ito eso no se hace lol'
apple,positive,'Thank you apple for Find My Mac just located and wiped my stolen Air smallvictory thievingbastards'
microsoft,neutral,'VIDEO Microsoft CEO Steve Ballmer talks at Web2 0Summit about Yahoo Bing and more http t co YEAXVP1V'
apple,positive,'New iOS 5 update is THE BEST iloveyou apple'
twitter,neutral,'Hitting the sack early G night twitter'
apple,negative,'This does not bode well After charging all night my Apple iPhone 4S has 25 battery after only 3hr off charger with no calls light use'
google,neutral,'The Ice Cream Sandwich presentation was very buggy however 4 0 looks much more promising than expected Android GalaxyNexus Google'
apple,irrelevant,'ipad mi aparato favorito de la vida frase celebre de Azay Carrasco apple ipad'
google,irrelevant,'Google y Samsung lanzan oficialmente el GalaxyNexus con Android IceCreamSandwich http t co N0yIucDw'
apple,neutral,'Gee I can t imagine that the maps app graphic from this Samsung website will help their court cases vs Apple http t co PmanMoAh'
apple,negative,'I m givin this stupid apple reserve system 2days If I cant get reservation I ll never buy any Apple products yup I hate contracts'
google,neutral,'Calling All IceCreamSandwich Lovers Google Samsung Like in Hong Kong A new look at what s new from Android http t co qD1bqVm8'
twitter,irrelevant,'Saindo Twitter'
apple,neutral,'RT Apple We destroying you next RT therealterica Duh TeamAndroid RT JuanHustle I got a feeling we living in the last days of Blackberry'
twitter,neutral,'RT Gaabisfc My twitter age is 219 days 12 hours 26 minutes 28 seconds Find out yours at http t co eOCFm1kD twittertime'
apple,neutral,'RT edatpost Bah Genius BAR RT edatpost Apple fan Eric Holder spotted at the Genius Store http t co FTLttLPn'
google,irrelevant,'Samsung Android 4 0 Google GALAXY Nexus ITmedia http t co t0CrKsoo google'
microsoft,irrelevant,'RT cmaneu stage Toulouse Microsoft net SuperBo te Win8 geeks http t co kWfptH4P Please RT'
microsoft,neutral,'Microsoft delivers developer preview of Roslyn compiler as a service http t co 5yup4iMK'
google,neutral,'RT lcashdol Too bad google didn t have a tribute graphic for DennisRitchie'
microsoft,neutral,'Microsoft extends revenue guarantees to Yahoo Yahoo disclosed today that Microsoft extended http t co NWLalDdd'
twitter,positive,'Today I was introduced as BigDealDawson at LGFW O twitter and social media I love you Teehee xx'
apple,irrelevant,'ferchowii Adr Mart Com Apple no tengo'
microsoft,irrelevant,'RT martijnkoster Zeer leerzame dag vandaag redhat en microsoft Morgenvroeg naar tallgrass voor de nieuwste technieken op glasvezel'
google,irrelevant,'Google llega a 40 millones de usuarios aunque su problema sigue siendo la poca permanencia en esta RedSocial http t co ntS7GXqV'
apple,neutral,'Whoa Line at apple store in Glendale for iPhone 4S http t co yZlpogXB'
twitter,irrelevant,'Elitotora Ajajaja Pero si avis poh Ac en el twitter adem q te dije q la iba a ver xD'
twitter,neutral,'RT smart reMarks RT Its kcheese some stuff you only find on TWITTER lolz lt LMAO'
microsoft,neutral,'Teamfollowback Microsoft expands Windows Phone Marketplace to India microsoft windowsphone india'
apple,neutral,'A Great iPhone 4S Review engadget iphone apple http t co gX07Qywe'
google,irrelevant,'RT oli2be For Twitter free speech is what matters not real names http t co DAnykTjl factsandtools Twitter Google'
microsoft,negative,'I ve seen a couple of iPhone 4S s already but still no Windows Phone 7 s ever Microsoft not so hot'
google,neutral,'DAMN Galaxy Nexus Google Android http t co DL3cNtEU time for me to upgrade my Nexus S xD'
apple,neutral,'adityasood apple Quora I totally agree was talking w friends about that yesterday Siri Everywhere'
microsoft,irrelevant,'RT BarbieGeek Wordperfect Windows 95 Microsoft Bill Gates llamado a declarar por un antiguo caso de monopolio contra Microsoft http'
microsoft,irrelevant,'Terminaux Windows 8 emp chant d installer Linux la pol mique enfle http t co WIBbwi5t Microsoft'
google,neutral,'Watching ice cream sandwich So far it only melted when attempting facial recognition during unlock YouTube com android Samsung google'
microsoft,neutral,'Windows Phone Tango and Apollo rumors suggest new screen specs http t co 8X30jQAH microsoft windows'
microsoft,irrelevant,'RT JohanBlok Smartsite prijsmodel voor Microsoft Azure cloud afgerond Volgende week eerste site live in the cloud in'
microsoft,negative,'WindowsPhone7 would get a lot more blog and review love if Microsoft provided a tool to grab screenshots It s nearly impossible wpt'
twitter,irrelevant,'GoodNightPeople Hasta M n Twitter B'
google,positive,'http t co QV4m1Un9 Forget the phone Nice UI Liking the Scroll Feature android google nexus'
apple,negative,'Suddenly lost all address book on 3GS iPhone And someone was using my Apple ID It all fucked up'
google,irrelevant,'Galaxy Nexus http t co 7IgbD9U0 android galaxy nexus google'
apple,neutral,'RT rickholgate Packed session on Apple and Google at GartnerSYM Indicator of today s mindshare'
microsoft,irrelevant,'microsoft intervista vivido sul cloud http t co ky65puA2'
microsoft,positive,'Lunch today 19 00 Eating it at Microsoft while attending VSLive Priceless'
google,irrelevant,'Google When you perform texas hold em do you have to use the 2 cards you are dealt go through on http t co IR9F1IAb wikileaks'
google,neutral,'Google announces NFC based Android Beam for sharing between phones http t co dduu9ffd'
twitter,irrelevant,'Me he vuelto un ser nocturno gracias a las redes sociales Twitter como una de mis favoritas MoreDigitalLessHuman'
microsoft,irrelevant,'Google adds default end to end encryption to search http t co VdhjkydN via regvulture Ik zeg goed bezig Jammer dat microsoft achter'
microsoft,neutral,'Europe Approves Microsoft Takeover of Skype http mrkt ms r9CGEO UK London'
google,irrelevant,'RT twandroid Deux lignes sont affich es sur la premi re page de GMail pour chaque mail un aper u en quelque sorte google nexusprime'
twitter,neutral,'RT jeffbullas What Is A Facebook Like Worth For Your Business http t co BsT25W2u SMM SocialMedia Twitter'
google,irrelevant,'RT dulmandakh Google'
twitter,negative,'ZackSiezmagraff A few people are reporting twitter retweets not working Probably a technical problem'
twitter,irrelevant,'Un generador de part culas subatomicas marca Acme es mas divertido que ver a una mosca dormir hedicho Twitter Off'
apple,neutral,'SpeechTrans http t co TW3SzX61 on Apple App store listed as the best bi directional Speech To Speech Translator Posts on Twitter'
google,irrelevant,'RT centroandroid Google presenta Android Beam una nueva forma de compartir por NFC http t co lofb8HCJ'
microsoft,irrelevant,'obrigado cpfl obrigado microsoft obrigado totvs hellonearth'
apple,neutral,'Need to update my apps my apple ID is disabled Don t know what to do apple AppStore itunes Siri Assistant'
microsoft,negative,'I don t understand y Google mail can work seamlessly in all browsers in all platforms and Microsoft Exchg sucks n says you need IE6'
twitter,positive,'RT drewbezanson You can literally go back and forth between Facebook twitter text and email all do technology is too good'
